name,url,description,duration,adaptive_support,remote_support,test_type
Contact Center Team Lead/Coach - Short Form (Variant H111),https://www.shl.com/products/product-catalog/view/contact-center-team-leadcoach-short-form/?variant=111,Contact Center Team Lead/Coach - Short Form: The Contact Center - Team Lead/Coach solution is for job candidates applying to entry-level leadership  positions who tend to supervise hourly employees…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manager + 7.0 Solution (Variant I112),https://www.shl.com/products/product-catalog/view/manager-7-0-solution-3955/?variant=112,"Manager + 7.0 Solution: Our Manager + 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees, and includes SHL’s…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Restaurant Supervisor Solution (Variant J113),https://www.shl.com/products/product-catalog/view/restaurant-supervisor-solution/?variant=113,Restaurant Supervisor Solution: The Restaurant Supervisor solution is designed for management level positions in the hospitality industry. Sample tasks include serving as a staff resource…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Workplace Safety - Team 7.0 Solution (Variant K114),https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-0-solution/?variant=114,Workplace Safety - Team 7.0 Solution: The Workplace Safety – Team 7.0 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Store Manager 7.1 (Americas) (Variant L115),https://www.shl.com/products/product-catalog/view/store-manager-7-1-%28americas%29/?variant=115,Store Manager 7.1 (Americas): Our Store Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Service Associate Solution (Variant M116),https://www.shl.com/products/product-catalog/view/service-associate-solution/?variant=116,Service Associate Solution: The Service Associate is designed for entry-level positions that are primarily task focused but may include a customer service component. The solution covers a…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Director - Short Form (Variant N117),https://www.shl.com/products/product-catalog/view/director-short-form/?variant=117,"Director - Short Form: The Director solution is intended for use with senior level positions responsible for the planning, directing, or coordinating key business activities and…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manager 7.1 (Americas) (Variant O118),https://www.shl.com/products/product-catalog/view/manager-7-1-%28americas%29/?variant=118,Manager 7.1 (Americas): Our Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Accounts Receivable (New) (Variant P119),https://www.shl.com/products/product-catalog/view/accounts-receivable-new/?variant=119,Accounts Receivable (New): Multiple-choice test that measures the knowledge of processing receivables and invoices.,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Industrial Professional and Skilled 7.1 Solution (Variant Q120),https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-1-solution/?variant=120,Industrial Professional and Skilled 7.1 Solution: Our Industrial – Professional and Skilled 7.1 solution is designed to measure the behaviors and experiences that underlie successful and safe performance in…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Agency Manager Solution (Variant R121),https://www.shl.com/products/product-catalog/view/agency-manager-solution/?variant=121,Agency Manager Solution: The Agency Manager solution is for mid-level sales management positions that include front line management and sales responsibilities. Sample tasks for this…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
.NET MVC (New) (Variant S122),https://www.shl.com/products/product-catalog/view/net-mvc-new/?variant=122,".NET MVC (New): Multi-choice test that measures the knowledge of Model-View-Controller (MVC) architecture, validation, security, routing, and areas.",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Workplace Safety - Team 7.1 (International) (Variant T123),https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-1-solution/?variant=123,Workplace Safety - Team 7.1 (International): The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Healthcare Aide 7.0 Solution (Variant U124),https://www.shl.com/products/product-catalog/view/healthcare-aide-7-0-solution/?variant=124,"Healthcare Aide 7.0 Solution: Our Healthcare Aide 7.0 solution is designed for individually-oriented, entry-level positions that directly support another person's health and well-being. The…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Gaming Associate Solution (Variant V125),https://www.shl.com/products/product-catalog/view/gaming-associate-solution/?variant=125,Gaming Associate Solution: The Gaming Associate solution is designed for entry to mid-level positions operating gaming tables. The solution is for highly customer service focused…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Contact Center Manager - Short Form (Variant W126),https://www.shl.com/products/product-catalog/view/contact-center-manager-short-form/?variant=126,"Contact Center Manager - Short Form: The Contact Center - Manager solution is for mid to upper-level contact center managerial positions. Sample  tasks for these jobs include, but are not limited…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Supervisor 7.1 (International) (Variant X127),https://www.shl.com/products/product-catalog/view/supervisor-7-1-%28international%29/?variant=127,Supervisor 7.1 (International): Our Supervisor 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manufacturing Production Team Member (Variant Y128),https://www.shl.com/products/product-catalog/view/manufacturing-production-team-member/?variant=128,Manufacturing Production Team Member: The Manufacturing Production Team Member solution is designed for entry-level positions to measure the behaviors and experiences that underlie successful and…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Reservation Agent Solution (Variant Z129),https://www.shl.com/products/product-catalog/view/reservation-agent-solution/?variant=129,"Reservation Agent Solution: The Reservation Agent solution is designed for entry-level positions within the hospitality industry. Sample tasks may indlude making, updating, or canceling…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
General Entry Level - All Industries 7.1(Americas) (Variant A130),https://www.shl.com/products/product-catalog/view/general-entry-level-all-industries-7-1%28americas%29/?variant=130,General Entry Level - All Industries 7.1(Americas): Our General Entry Level – All Industries 7.1 solution is designed for entry-level positions across industries. This solution predicts the following types of…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Insurance Agent Solution (Variant B131),https://www.shl.com/products/product-catalog/view/insurance-agent-solution/?variant=131,"Insurance Agent Solution: The Insurance Agent solution is for mid-level professional positions in the insurance industry that sell property, casualty, automotive, or other types of…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Bank Collections Agent - Short Form (Variant C132),https://www.shl.com/products/product-catalog/view/bank-collections-agent-short-form/?variant=132,Assessment details unavailable.,0,No,Yes,"[""Knowledge & Skills""]"
Sales Professional 7.1 (Americas) (Variant D133),https://www.shl.com/products/product-catalog/view/sales-professional-7-1-%28americas%29/?variant=133,"Sales Professional 7.1 (Americas): Our Sales Professional 7.1 solution is designed for entry to mid-level sales positions in which employees proactively sell products to customers, develop…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
